bigg_id	universal_bigg_id	name	model_list	database_links	old_bigg_ids
24dhhed_c	24dhhed	2,4-Dihydroxyhept-2-enedioate	iSFV_1184; iECBD_1354; iECW_1372; iB21_1397; iS_1188; iECO103_1326; iEKO11_1354; iSF_1195; iSBO_1134; iEcHS_1320; iSbBS512_1146; iECB_1328; iWFL_1372; iECIAI1_1343; iSSON_1240; iECO111_1330; iSFxv_1172; iECD_1391; STM_v1_0; iECO26_1355; iYL1228; iECUMN_1333; iEcolC_1368; iECSE_1348	SEED Compound: http://identifiers.org/seed.compound/cpd03708; CHEBI: http://identifiers.org/chebi/CHEBI:915; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1623; LipidMaps: http://identifiers.org/lipidmaps/LMFA01170052; CHEBI: http://identifiers.org/chebi/CHEBI:73089; CHEBI: http://identifiers.org/chebi/CHEBI:58936; KEGG Compound: http://identifiers.org/kegg.compound/C05601; KEGG Compound: http://identifiers.org/kegg.compound/C06201; CHEBI: http://identifiers.org/chebi/CHEBI:73036; LipidMaps: http://identifiers.org/lipidmaps/LMFA01170062; BioCyc: http://identifiers.org/biocyc/META:CPD-15125; SEED Compound: http://identifiers.org/seed.compound/cpd03327	24dhhed; 24dhhed_c
34dhpha_c	34dhpha	3-4-Dihydroxyphenylacetate	iSSON_1240; iECO26_1355; iYL1228; iECSE_1348; iWFL_1372; iEcolC_1368; iMM1415; iECUMN_1333; iUMNK88_1353; iSbBS512_1146; iSFxv_1172; iS_1188; Recon3D; iSBO_1134; RECON1; iECW_1372; iAT_PLT_636; iETEC_1333; iY75_1357; iEKO11_1354; iCHOv1; iSFV_1184; iML1515; iB21_1397; iECO103_1326; iEcDH1_1363; iECDH10B_1368; iECDH1ME8569_1439; iECB_1328; iEcHS_1320; iECIAI1_1343; iECO111_1330; iEC55989_1330; iECD_1391; iECBD_1354; iEcE24377_1341; iSF_1195; iBWG_1329	SEED Compound: http://identifiers.org/seed.compound/cpd00854; CHEBI: http://identifiers.org/chebi/CHEBI:19889; CHEBI: http://identifiers.org/chebi/CHEBI:17612; CHEBI: http://identifiers.org/chebi/CHEBI:1386; CHEBI: http://identifiers.org/chebi/CHEBI:11696; KEGG Compound: http://identifiers.org/kegg.compound/C01161; CHEBI: http://identifiers.org/chebi/CHEBI:11697; CHEBI: http://identifiers.org/chebi/CHEBI:41936; CHEBI: http://identifiers.org/chebi/CHEBI:41941; BioCyc: http://identifiers.org/biocyc/META:CPD-782; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM645	34dhpha; 34dhpha[c]; 34dhpha_c
2hh24dd_c	2hh24dd	2-Hydroxyhepta-2-4-dienedioate	iECUMN_1333; iECBD_1354; iEcolC_1368; iB21_1397; iECSE_1348; iECB_1328; iECO26_1355; iECO111_1330; iYL1228; iECD_1391; iWFL_1372; iEcHS_1320; iSSON_1240; iSF_1195; STM_v1_0; iECO103_1326; iSFxv_1172; iECIAI1_1343; iEKO11_1354; iECW_1372; iSBO_1134; iS_1188; iSFV_1184; iSbBS512_1146	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM146251	2hh24dd; 2hh24dd_c
4h2kpi_c	4h2kpi	4-Hydroxy-2-ketopimelate	iEcolC_1368; iB21_1397; iECSE_1348; iECB_1328; iECO26_1355; iSF_1195; iECUMN_1333; iEcHS_1320; iSSON_1240; iECO111_1330; iWFL_1372; iECO103_1326; STM_v1_0; iECIAI1_1343; iSFxv_1172; iECD_1391; iSbBS512_1146; iECBD_1354; iSBO_1134; iS_1188; iECW_1372; iEKO11_1354; iSFV_1184	SEED Compound: http://identifiers.org/seed.compound/cpd03708; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1623; LipidMaps: http://identifiers.org/lipidmaps/LMFA01170052; CHEBI: http://identifiers.org/chebi/CHEBI:915; CHEBI: http://identifiers.org/chebi/CHEBI:73089; CHEBI: http://identifiers.org/chebi/CHEBI:58936; KEGG Compound: http://identifiers.org/kegg.compound/C05601; KEGG Compound: http://identifiers.org/kegg.compound/C06201; CHEBI: http://identifiers.org/chebi/CHEBI:73036; LipidMaps: http://identifiers.org/lipidmaps/LMFA01170062; BioCyc: http://identifiers.org/biocyc/META:CPD-15125; SEED Compound: http://identifiers.org/seed.compound/cpd03327	4h2kpi; 4h2kpi_c
Lpipecol_c	Lpipecol	L-pipecolic acid; piperidine-2-carboxylic acid	iJN746; Recon3D	BioCyc: http://identifiers.org/biocyc/META:L-PIPECOLATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM684; CHEBI: http://identifiers.org/chebi/CHEBI:6284; CHEBI: http://identifiers.org/chebi/CHEBI:30913; CHEBI: http://identifiers.org/chebi/CHEBI:18797; CHEBI: http://identifiers.org/chebi/CHEBI:13153; Reactome: http://www.reactome.org/content/detail/R-ALL-5693325; KEGG Compound: http://identifiers.org/kegg.compound/C00408; CHEBI: http://identifiers.org/chebi/CHEBI:18796; CHEBI: http://identifiers.org/chebi/CHEBI:30633; CHEBI: http://identifiers.org/chebi/CHEBI:61185; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00716; SEED Compound: http://identifiers.org/seed.compound/cpd00323	Lpipecol; Lpipecol[c]; Lpipecol_c
34dhcinm_e	34dhcinm	3,4-Dihydroxy-trans-cinnamate	iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:57770; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01964; CHEBI: http://identifiers.org/chebi/CHEBI:41964; CHEBI: http://identifiers.org/chebi/CHEBI:19877; CHEBI: http://identifiers.org/chebi/CHEBI:1379; CHEBI: http://identifiers.org/chebi/CHEBI:11691; CHEBI: http://identifiers.org/chebi/CHEBI:11692; KEGG Compound: http://identifiers.org/kegg.compound/C01481; KEGG Compound: http://identifiers.org/kegg.compound/C01197; CHEBI: http://identifiers.org/chebi/CHEBI:12870; CHEBI: http://identifiers.org/chebi/CHEBI:16433; CHEBI: http://identifiers.org/chebi/CHEBI:36281; Human Metabolome Database: http://identifiers.org/hmdb/HMDB03501; Human Metabolome Database: http://identifiers.org/hmdb/HMDB06494; BioCyc: http://identifiers.org/biocyc/META:CPD-676; SEED Compound: http://identifiers.org/seed.compound/cpd00881; SEED Compound: http://identifiers.org/seed.compound/cpd25047; SEED Compound: http://identifiers.org/seed.compound/cpd30744; SEED Compound: http://identifiers.org/seed.compound/cpd22503; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM890	34dhcinm; 34dhcinm_e
34dhcinm_c	34dhcinm	3,4-Dihydroxy-trans-cinnamate	iMM1415; iJN746; RECON1; iCHOv1	CHEBI: http://identifiers.org/chebi/CHEBI:57770; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01964; CHEBI: http://identifiers.org/chebi/CHEBI:41964; CHEBI: http://identifiers.org/chebi/CHEBI:19877; CHEBI: http://identifiers.org/chebi/CHEBI:1379; CHEBI: http://identifiers.org/chebi/CHEBI:11691; CHEBI: http://identifiers.org/chebi/CHEBI:11692; KEGG Compound: http://identifiers.org/kegg.compound/C01481; KEGG Compound: http://identifiers.org/kegg.compound/C01197; CHEBI: http://identifiers.org/chebi/CHEBI:12870; CHEBI: http://identifiers.org/chebi/CHEBI:16433; CHEBI: http://identifiers.org/chebi/CHEBI:36281; Human Metabolome Database: http://identifiers.org/hmdb/HMDB03501; Human Metabolome Database: http://identifiers.org/hmdb/HMDB06494; BioCyc: http://identifiers.org/biocyc/META:CPD-676; SEED Compound: http://identifiers.org/seed.compound/cpd00881; SEED Compound: http://identifiers.org/seed.compound/cpd25047; SEED Compound: http://identifiers.org/seed.compound/cpd30744; SEED Compound: http://identifiers.org/seed.compound/cpd22503; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM890	34dhcinm; 34dhcinm[c]; 34dhcinm_c
R_3hcddec5ecoa_c	R_3hcddec5ecoa	(R)-Hydroxydodecanoyl-5-en-CoA	iJN746	SEED Compound: http://identifiers.org/seed.compound/cpd16753; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM6020	R_3hcddec5ecoa; R_DASH_3hcddec5ecoa_c
R_3hmrscoa_c	R_3hmrscoa	(R)-3-hydroxytetradecanoyl-coa	iJN746	BioCyc: http://identifiers.org/biocyc/META:CPD-14923; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM162724; SEED Compound: http://identifiers.org/seed.compound/cpd16758; CHEBI: http://identifiers.org/chebi/CHEBI:74458; CHEBI: http://identifiers.org/chebi/CHEBI:74277	R_3hmrscoa; R_DASH_3hmrscoa_c
3mbzald_c	3mbzald	3-Methylbenzaldehyde	iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:1592; CHEBI: http://identifiers.org/chebi/CHEBI:28476; SEED Compound: http://identifiers.org/seed.compound/cpd04447; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM4040; BioCyc: http://identifiers.org/biocyc/META:CPD-8774; Human Metabolome Database: http://identifiers.org/hmdb/HMDB29637; CHEBI: http://identifiers.org/chebi/CHEBI:20122; KEGG Compound: http://identifiers.org/kegg.compound/C07209	3mbzald; 3mbzald_c
m_tol_c	m_tol	M-toluate	iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:20205; CHEBI: http://identifiers.org/chebi/CHEBI:28795; Human Metabolome Database: http://identifiers.org/hmdb/HMDB62810; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM4661; SEED Compound: http://identifiers.org/seed.compound/cpd04449; BioCyc: http://identifiers.org/biocyc/META:CPD-8775; CHEBI: http://identifiers.org/chebi/CHEBI:10589; CHEBI: http://identifiers.org/chebi/CHEBI:20204; KEGG Compound: http://identifiers.org/kegg.compound/C07211	m_DASH_tol_c; m_tol
cchoxod_c	cchoxod	2-Hydroxy-6-keto-2,4-heptadienoate	iJN746	KEGG Compound: http://identifiers.org/kegg.compound/C06210; BioCyc: http://identifiers.org/biocyc/META:2H6OH2-4DIENOATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM3948; CHEBI: http://identifiers.org/chebi/CHEBI:1132	cchoxod; cchoxod_c
3mcat_c	3mcat	3-Methylcatechol	iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:20127; CHEBI: http://identifiers.org/chebi/CHEBI:887; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1064; SEED Compound: http://identifiers.org/seed.compound/cpd01871; CHEBI: http://identifiers.org/chebi/CHEBI:43829; BioCyc: http://identifiers.org/biocyc/META:CPD-111; KEGG Compound: http://identifiers.org/kegg.compound/C02923; CHEBI: http://identifiers.org/chebi/CHEBI:18404; CHEBI: http://identifiers.org/chebi/CHEBI:11857	3mcat; 3mcat_c
34dhbz_c	34dhbz	3,4-Dihydroxybenzoate	iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:11694; CHEBI: http://identifiers.org/chebi/CHEBI:19878; CHEBI: http://identifiers.org/chebi/CHEBI:20270; CHEBI: http://identifiers.org/chebi/CHEBI:36062; BioCyc: http://identifiers.org/biocyc/META:3-4-DIHYDROXYBENZOATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM204; SEED Compound: http://identifiers.org/seed.compound/cpd00197; KEGG Compound: http://identifiers.org/kegg.compound/C00230; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01856; CHEBI: http://identifiers.org/chebi/CHEBI:36241; CHEBI: http://identifiers.org/chebi/CHEBI:41912; CHEBI: http://identifiers.org/chebi/CHEBI:19879; CHEBI: http://identifiers.org/chebi/CHEBI:20272; CHEBI: http://identifiers.org/chebi/CHEBI:16798; CHEBI: http://identifiers.org/chebi/CHEBI:1380; CHEBI: http://identifiers.org/chebi/CHEBI:14955; Reactome: http://www.reactome.org/content/detail/R-ALL-175977	34dhbz; 34dhbz_c
34dhbz_e	34dhbz	3,4-Dihydroxybenzoate	iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:11694; CHEBI: http://identifiers.org/chebi/CHEBI:19878; CHEBI: http://identifiers.org/chebi/CHEBI:20270; CHEBI: http://identifiers.org/chebi/CHEBI:36062; BioCyc: http://identifiers.org/biocyc/META:3-4-DIHYDROXYBENZOATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM204; SEED Compound: http://identifiers.org/seed.compound/cpd00197; KEGG Compound: http://identifiers.org/kegg.compound/C00230; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01856; CHEBI: http://identifiers.org/chebi/CHEBI:36241; CHEBI: http://identifiers.org/chebi/CHEBI:41912; CHEBI: http://identifiers.org/chebi/CHEBI:19879; CHEBI: http://identifiers.org/chebi/CHEBI:20272; CHEBI: http://identifiers.org/chebi/CHEBI:16798; CHEBI: http://identifiers.org/chebi/CHEBI:1380; CHEBI: http://identifiers.org/chebi/CHEBI:14955; Reactome: http://www.reactome.org/content/detail/R-ALL-175977	34dhbz; 34dhbz_e
T4hcinnm_c	T4hcinnm	Trans 4 Hydroxycinnamate C9H7O3	RECON1; iJN746; iCHOv1; Recon3D; iMM1415	KEGG Compound: http://identifiers.org/kegg.compound/C00811; KEGG Compound: http://identifiers.org/kegg.compound/C06738; CHEBI: http://identifiers.org/chebi/CHEBI:10488; CHEBI: http://identifiers.org/chebi/CHEBI:11978; CHEBI: http://identifiers.org/chebi/CHEBI:12007; CHEBI: http://identifiers.org/chebi/CHEBI:12807; CHEBI: http://identifiers.org/chebi/CHEBI:12876; CHEBI: http://identifiers.org/chebi/CHEBI:15796; CHEBI: http://identifiers.org/chebi/CHEBI:17450; CHEBI: http://identifiers.org/chebi/CHEBI:1812; CHEBI: http://identifiers.org/chebi/CHEBI:20347; CHEBI: http://identifiers.org/chebi/CHEBI:20348; CHEBI: http://identifiers.org/chebi/CHEBI:20405; CHEBI: http://identifiers.org/chebi/CHEBI:27061; CHEBI: http://identifiers.org/chebi/CHEBI:32373; CHEBI: http://identifiers.org/chebi/CHEBI:32374; CHEBI: http://identifiers.org/chebi/CHEBI:36090; CHEBI: http://identifiers.org/chebi/CHEBI:43108; CHEBI: http://identifiers.org/chebi/CHEBI:58152; Human Metabolome Database: http://identifiers.org/hmdb/HMDB30677; BioCyc: http://identifiers.org/biocyc/META:CIS-P-COUMARATE; BioCyc: http://identifiers.org/biocyc/META:COUMARATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM505; SEED Compound: http://identifiers.org/seed.compound/cpd00604; SEED Compound: http://identifiers.org/seed.compound/cpd04125	T4hcinnm; T4hcinnm[c]; T4hcinnm_c
4cml_c	4cml	4-Carboxymuconolactone	iAF692; iJN746; iNF517; iNJ661	CHEBI: http://identifiers.org/chebi/CHEBI:1033; CHEBI: http://identifiers.org/chebi/CHEBI:16993; CHEBI: http://identifiers.org/chebi/CHEBI:19493; SEED Compound: http://identifiers.org/seed.compound/cpd00938; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1521; CHEBI: http://identifiers.org/chebi/CHEBI:57979; CHEBI: http://identifiers.org/chebi/CHEBI:19491; CHEBI: http://identifiers.org/chebi/CHEBI:11534; KEGG Compound: http://identifiers.org/kegg.compound/C01278	2c25dho; 2c25dho_c; 4cml; 4cml_c
4hbz_e	4hbz	4-Hydroxybenzoate	iJN746; Recon3D; iAF987	Reactome: http://www.reactome.org/content/detail/R-ALL-2162213; KEGG Compound: http://identifiers.org/kegg.compound/C00156; CHEBI: http://identifiers.org/chebi/CHEBI:12003; CHEBI: http://identifiers.org/chebi/CHEBI:17879; CHEBI: http://identifiers.org/chebi/CHEBI:1858; CHEBI: http://identifiers.org/chebi/CHEBI:20397; CHEBI: http://identifiers.org/chebi/CHEBI:20398; CHEBI: http://identifiers.org/chebi/CHEBI:30763; CHEBI: http://identifiers.org/chebi/CHEBI:44949; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00500; BioCyc: http://identifiers.org/biocyc/META:4-hydroxybenzoate; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM164; SEED Compound: http://identifiers.org/seed.compound/cpd00136	4hbz; 4hbz[e]; 4hbz_e; _4hbz_e
p_tol_c	p_tol	P-toluate	iJN746	KEGG Compound: http://identifiers.org/kegg.compound/C01454; CHEBI: http://identifiers.org/chebi/CHEBI:36635; CHEBI: http://identifiers.org/chebi/CHEBI:9623; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM3331; SEED Compound: http://identifiers.org/seed.compound/cpd01033; BioCyc: http://identifiers.org/biocyc/META:4-TOLUENECARBOXYLATE; CHEBI: http://identifiers.org/chebi/CHEBI:20481; CHEBI: http://identifiers.org/chebi/CHEBI:47121; CHEBI: http://identifiers.org/chebi/CHEBI:28856; CHEBI: http://identifiers.org/chebi/CHEBI:20482	p_DASH_tol_c; p_tol
hmccms_c	hmccms	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde	iJN746	KEGG Compound: http://identifiers.org/kegg.compound/C06760; CHEBI: http://identifiers.org/chebi/CHEBI:1131; CHEBI: http://identifiers.org/chebi/CHEBI:19614; BioCyc: http://identifiers.org/biocyc/META:CPD-8781; SEED Compound: http://identifiers.org/seed.compound/cpd04139; CHEBI: http://identifiers.org/chebi/CHEBI:28027; SEED Compound: http://identifiers.org/seed.compound/cpd25418; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM2927	hmccms; hmccms_c
oxalc_c	oxalc	4-oxalocrotonate	iJN746	KEGG Compound: http://identifiers.org/kegg.compound/C02501; CHEBI: http://identifiers.org/chebi/CHEBI:12038; CHEBI: http://identifiers.org/chebi/CHEBI:18818; CHEBI: http://identifiers.org/chebi/CHEBI:32808; CHEBI: http://identifiers.org/chebi/CHEBI:455; CHEBI: http://identifiers.org/chebi/CHEBI:64011; CHEBI: http://identifiers.org/chebi/CHEBI:64015; CHEBI: http://identifiers.org/chebi/CHEBI:64031; CHEBI: http://identifiers.org/chebi/CHEBI:64908; CHEBI: http://identifiers.org/chebi/CHEBI:64928; BioCyc: http://identifiers.org/biocyc/META:CPD-13337; BioCyc: http://identifiers.org/biocyc/META:CPD-9167; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM6068; SEED Compound: http://identifiers.org/seed.compound/cpd01644; SEED Compound: http://identifiers.org/seed.compound/cpd25593; SEED Compound: http://identifiers.org/seed.compound/cpd02183; SEED Compound: http://identifiers.org/seed.compound/cpd30756; SEED Compound: http://identifiers.org/seed.compound/cpd24380; SEED Compound: http://identifiers.org/seed.compound/cpd23837; BioCyc: http://identifiers.org/biocyc/META:CPD-8742; BioCyc: http://identifiers.org/biocyc/META:CPD-246; BioCyc: http://identifiers.org/biocyc/META:CPD-13339; LipidMaps: http://identifiers.org/lipidmaps/LMFA01170133; CHEBI: http://identifiers.org/chebi/CHEBI:64927; CHEBI: http://identifiers.org/chebi/CHEBI:64038; CHEBI: http://identifiers.org/chebi/CHEBI:18817; CHEBI: http://identifiers.org/chebi/CHEBI:64010; CHEBI: http://identifiers.org/chebi/CHEBI:12416; CHEBI: http://identifiers.org/chebi/CHEBI:16967; KEGG Compound: http://identifiers.org/kegg.compound/C03453	oxalc; oxalc_c
2hchd_c	2hchd	2-Hydroxy-cis-hex-2,4-dienoate	iJN746	KEGG Compound: http://identifiers.org/kegg.compound/C20240; CHEBI: http://identifiers.org/chebi/CHEBI:1142; CHEBI: http://identifiers.org/chebi/CHEBI:1255; CHEBI: http://identifiers.org/chebi/CHEBI:28998; CHEBI: http://identifiers.org/chebi/CHEBI:38352; CHEBI: http://identifiers.org/chebi/CHEBI:38354; CHEBI: http://identifiers.org/chebi/CHEBI:63735; LipidMaps: http://identifiers.org/lipidmaps/LMFA01031001; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1448; SEED Compound: http://identifiers.org/seed.compound/cpd21473; SEED Compound: http://identifiers.org/seed.compound/cpd25591; SEED Compound: http://identifiers.org/seed.compound/cpd04140; SEED Compound: http://identifiers.org/seed.compound/cpd08209; BioCyc: http://identifiers.org/biocyc/META:CPD-13712; BioCyc: http://identifiers.org/biocyc/META:CPD-9165; LipidMaps: http://identifiers.org/lipidmaps/LMFA01060174; LipidMaps: http://identifiers.org/lipidmaps/LMFA01030943; CHEBI: http://identifiers.org/chebi/CHEBI:38353; CHEBI: http://identifiers.org/chebi/CHEBI:63693; CHEBI: http://identifiers.org/chebi/CHEBI:38351; CHEBI: http://identifiers.org/chebi/CHEBI:19751; KEGG Compound: http://identifiers.org/kegg.compound/C06761; KEGG Compound: http://identifiers.org/kegg.compound/C11354	2hchd; 2hchd_c
hmccm_c	hmccm	2-Hydroxy-5-methyl-cis,cis-muconate	iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:1130; CHEBI: http://identifiers.org/chebi/CHEBI:28249; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM5467; CHEBI: http://identifiers.org/chebi/CHEBI:19613; BioCyc: http://identifiers.org/biocyc/META:CPD-9164; KEGG Compound: http://identifiers.org/kegg.compound/C07478	hmccm; hmccm_c
chols_e	chols	Choline sulfate	iYO844; iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:23215; CHEBI: http://identifiers.org/chebi/CHEBI:3669; CHEBI: http://identifiers.org/chebi/CHEBI:52859; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1547; SEED Compound: http://identifiers.org/seed.compound/cpd00681; BioCyc: http://identifiers.org/biocyc/META:CPD-543; KEGG Compound: http://identifiers.org/kegg.compound/C00919; CHEBI: http://identifiers.org/chebi/CHEBI:16822; CHEBI: http://identifiers.org/chebi/CHEBI:13987	chols; chols_e
6hnac_c	6hnac	6-Hydroxynicotinate	iJN746	KEGG Compound: http://identifiers.org/kegg.compound/C01020; CHEBI: http://identifiers.org/chebi/CHEBI:16168; CHEBI: http://identifiers.org/chebi/CHEBI:2200; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM773; SEED Compound: http://identifiers.org/seed.compound/cpd00752; CHEBI: http://identifiers.org/chebi/CHEBI:57664; Human Metabolome Database: http://identifiers.org/hmdb/HMDB02658; BioCyc: http://identifiers.org/biocyc/META:6-HYDROXY-NICOTINATE; CHEBI: http://identifiers.org/chebi/CHEBI:20731; CHEBI: http://identifiers.org/chebi/CHEBI:12219	6hnac; 6hnac_c
dhpyr_c	dhpyr	2,5-Dihydroxypyridine	iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:11453; CHEBI: http://identifiers.org/chebi/CHEBI:16364; CHEBI: http://identifiers.org/chebi/CHEBI:19383; BioCyc: http://identifiers.org/biocyc/META:2-5-DIHYDROXYPYRIDINE; SEED Compound: http://identifiers.org/seed.compound/cpd00778; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM888; CHEBI: http://identifiers.org/chebi/CHEBI:937; KEGG Compound: http://identifiers.org/kegg.compound/C01059	dhpyr; dhpyr_c
thp2c_c	thp2c	2,3,4,5-Tetrahydropyridine-2-carboxylate	iCHOv1; iJN746; RECON1; Recon3D; iMM1415	CHEBI: http://identifiers.org/chebi/CHEBI:49015; CHEBI: http://identifiers.org/chebi/CHEBI:682; CHEBI: http://identifiers.org/chebi/CHEBI:865; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM162886; CHEBI: http://identifiers.org/chebi/CHEBI:16987; Human Metabolome Database: http://identifiers.org/hmdb/HMDB62589; CHEBI: http://identifiers.org/chebi/CHEBI:19295; CHEBI: http://identifiers.org/chebi/CHEBI:11409	thp2c; thp2c[c]; thp2c_c
applp_c	applp	D-1-Aminopropan-2-ol O-phosphate	STM_v1_0; iJB785; iJN678; iAF692; iAF987; iHN637; iJN746; iNJ661	KEGG Compound: http://identifiers.org/kegg.compound/C04122; CHEBI: http://identifiers.org/chebi/CHEBI:28390; CHEBI: http://identifiers.org/chebi/CHEBI:4076; CHEBI: http://identifiers.org/chebi/CHEBI:58563; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1697; SEED Compound: http://identifiers.org/seed.compound/cpd02547; BioCyc: http://identifiers.org/biocyc/META:R-1-AMINOPROPAN-2-YL-PHOSPHATE; CHEBI: http://identifiers.org/chebi/CHEBI:20886	applp; applp[c]; applp_c; appp; appp_c
pqqh2_c	pqqh2	Reduced pyrroloquinoline-quinone	iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:15030; CHEBI: http://identifiers.org/chebi/CHEBI:26526; CHEBI: http://identifiers.org/chebi/CHEBI:77660; SEED Compound: http://identifiers.org/seed.compound/cpd00986; CHEBI: http://identifiers.org/chebi/CHEBI:7882; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM765; BioCyc: http://identifiers.org/biocyc/META:CPD-15119; CHEBI: http://identifiers.org/chebi/CHEBI:58459; KEGG Compound: http://identifiers.org/kegg.compound/C01359; CHEBI: http://identifiers.org/chebi/CHEBI:18356	pqqh2; pqqh2_c
pqq_c	pqq	Pyrroloquinoline-quinone	iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:14986; CHEBI: http://identifiers.org/chebi/CHEBI:26460; CHEBI: http://identifiers.org/chebi/CHEBI:49082; CHEBI: http://identifiers.org/chebi/CHEBI:7881; BioCyc: http://identifiers.org/biocyc/META:PQQ; SEED Compound: http://identifiers.org/seed.compound/cpd00097; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM601; CHEBI: http://identifiers.org/chebi/CHEBI:58442; Human Metabolome Database: http://identifiers.org/hmdb/HMDB13636; CHEBI: http://identifiers.org/chebi/CHEBI:45251; CHEBI: http://identifiers.org/chebi/CHEBI:18315; KEGG Compound: http://identifiers.org/kegg.compound/C00113	pqq; pqq_c
6a2ohxnt_c	6a2ohxnt	6-Amino-2-oxohexanoate	iJN746	KEGG Compound: http://identifiers.org/kegg.compound/C03239; CHEBI: http://identifiers.org/chebi/CHEBI:17534; Human Metabolome Database: http://identifiers.org/hmdb/HMDB12151; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM916; SEED Compound: http://identifiers.org/seed.compound/cpd02074; BioCyc: http://identifiers.org/biocyc/META:2-KETO-6-AMINO-CAPROATE; CHEBI: http://identifiers.org/chebi/CHEBI:58183; CHEBI: http://identifiers.org/chebi/CHEBI:20701; CHEBI: http://identifiers.org/chebi/CHEBI:2170; CHEBI: http://identifiers.org/chebi/CHEBI:12205	6a2ohxnt; 6a2ohxnt_c
bhb_c	bhb	(R)-3-Hydroxybutanoate	iCHOv1; iEcE24377_1341; RECON1; iECIAI1_1343; iMM1415; iJN746; Recon3D; iNJ661	Reactome: http://www.reactome.org/content/detail/R-ALL-73911; CHEBI: http://identifiers.org/chebi/CHEBI:10983; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00011; LipidMaps: http://identifiers.org/lipidmaps/LMFA01050243; BioCyc: http://identifiers.org/biocyc/META:CPD-335; CHEBI: http://identifiers.org/chebi/CHEBI:322; SEED Compound: http://identifiers.org/seed.compound/cpd00797; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM663; CHEBI: http://identifiers.org/chebi/CHEBI:17066; CHEBI: http://identifiers.org/chebi/CHEBI:18666; KEGG Compound: http://identifiers.org/kegg.compound/C01089; Reactome: http://www.reactome.org/content/detail/R-ALL-5696461	bhb; bhb[c]; bhb_c
